timestamp,test-class,test-method,time,description,result
"2022-06-02 10:53:43.585","acme.testing.inventor.chimpum.InventorChimpumCreateTest","positiveTest",17157,""[1] recordIndex=0, code=FRG-245-X, title=titulo-test-1, description=descripcion-test-1, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.19, link=null"","OK"
"2022-06-02 10:53:56.476","acme.testing.inventor.chimpum.InventorChimpumCreateTest","positiveTest",12457,""[2] recordIndex=1, code=WED-733-M, title=titulo-test-2, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:05.0","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8174,""[1] recordIndex=1, code=ABC-123-D, title=null, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:13.706","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8329,""[2] recordIndex=2, code=DFG-236-P, title=hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo ho, description=descripcion-test-3, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:22.304","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8231,""[3] recordIndex=3, code=DFG-236-P, title=titulo-test-4, description=null, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:31.268","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8602,""[4] recordIndex=4, code=DFG-236-P, title=titulo-test-5, description=hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hol, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:39.853","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8239,""[5] recordIndex=5, code=DFG-236-P, title=titulo-test-6, description=descripcion-test-6, startDate=null, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:48.419","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8184,""[6] recordIndex=6, code=DFG-236-P, title=titulo-test-7, description=descripcion-test-7, startDate=2019/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:54:56.967","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8186,""[7] recordIndex=7, code=DFG-236-P, title=titulo-test-8, description=descripcion-test-8, startDate=2031/06/10 12:34, finishDate=null, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:55:05.558","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8228,""[8] recordIndex=8, code=DFG-236-P, title=titulo-test-9, description=descripcion-test-9, startDate=2031/06/10 12:34, finishDate=2031/06/13 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:55:14.211","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8277,""[9] recordIndex=9, code=DFG-236-P, title=titulo-test-10, description=descripcion-test-10, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=ASD 20.19, link=https://www.google.com"","OK"
"2022-06-02 10:55:22.78","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8206,""[10] recordIndex=10, code=DFG-236-P, title=titulo-test-11, description=descripcion-test-11, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR -20.19, link=https://www.google.com"","OK"
"2022-06-02 10:55:31.503","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8377,""[11] recordIndex=11, code=DFG-236-P, title=titulo-test-12, description=descripcion-test-12, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=null, link=https://www.google.com"","OK"
"2022-06-02 10:55:40.115","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8249,""[12] recordIndex=12, code=DFG-236-P, title=sexy titulo test, description=descripcion-test-13, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.00, link=https://www.google.com"","OK"
"2022-06-02 10:55:48.716","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8228,""[13] recordIndex=13, code=DFG-236-P, title=hard core titulo test, description=descripcion-test-14, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.00, link=https://www.google.com"","OK"
"2022-06-02 10:55:57.271","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8219,""[14] recordIndex=14, code=DFG-236-P, title=titulo-test-12, description=nigeria descripcion test, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.00, link=https://www.google.com"","OK"
"2022-06-02 10:56:05.864","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8231,""[15] recordIndex=15, code=DFG-236-P, title=titulo-test-12, description=viagra descripcion test, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.00, link=https://www.google.com"","OK"
"2022-06-02 10:56:14.402","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8176,""[16] recordIndex=16, code=null, title=titulo-test-4, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:56:22.95","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8204,""[17] recordIndex=17, code=R-111-R, title=titulo-test-4, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:56:31.487","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8187,""[18] recordIndex=18, code=FGH-189-B, title=titulo-test-4, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-02 10:56:40.567","acme.testing.inventor.chimpum.InventorChimpumCreateTest","hackingTest",8721,""hackingTest()"","OK"
"2022-06-02 10:56:57.25","acme.testing.inventor.chimpum.InventorChimpumDeleteTest","positiveTest",11010,""[1] recordIndex=0"","OK"
"2022-06-02 10:56:57.584","acme.testing.inventor.chimpum.InventorChimpumDeleteTest","hackingTest",1,""hackingTest()"","OK"
"2022-06-02 10:57:12.624","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",8006,""[1] recordIndex=0, code=18/05/20-YXZ-789-A, creationMoment=2020/05/18 12:00, title=Título chimpum 2, description=Descripción chimpum 2, startDate=2020/06/23 16:23, finishDate=2020/07/12 16:23, budget=EUR 250.00, link=null"","OK"
