timestamp,test-class,test-method,time,description,result
"2022-06-03 11:09:04.57","acme.testing.inventor.chimpum.InventorChimpumCreateTest","positiveTest",16381,""[1] recordIndex=0, code=FRG-245-X, title=titulo-test-1, description=descripcion-test-1, startDate=2030/06/10 12:34, finishDate=2030/06/21 10:21, budget=EUR 20.19, link=null"","OK"
"2022-06-03 11:09:16.369","acme.testing.inventor.chimpum.InventorChimpumCreateTest","positiveTest",11422,""[2] recordIndex=1, code=WED-733-M, title=titulo-test-2, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:09:24.949","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8238,""[1] recordIndex=1, code=ABC-123-D, title=null, description=descripcion-test-2, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:09:33.608","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8315,""[2] recordIndex=2, code=DFG-236-P, title=hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo ho, description=descripcion-test-3, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:09:42.306","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8319,""[3] recordIndex=3, code=DFG-236-P, title=titulo-test-4, description=null, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:09:51.111","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8431,""[4] recordIndex=4, code=DFG-236-P, title=titulo-test-5, description=hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hola mundo hol, startDate=2031/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:09:59.679","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8207,""[5] recordIndex=5, code=DFG-236-P, title=titulo-test-6, description=descripcion-test-6, startDate=null, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:10:08.407","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8322,""[6] recordIndex=6, code=DFG-236-P, title=titulo-test-7, description=descripcion-test-7, startDate=2019/06/10 12:34, finishDate=2031/06/21 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:10:17.056","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8286,""[7] recordIndex=7, code=DFG-236-P, title=titulo-test-8, description=descripcion-test-8, startDate=2031/06/10 12:34, finishDate=null, budget=EUR 78.99, link=https://www.google.com"","OK"
"2022-06-03 11:10:25.682","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negativeTest",8283,""[8] recordIndex=8, code=DFG-236-P, title=titulo-test-9, description=descripcion-test-9, startDate=2031/06/10 12:34, finishDate=2031/06/13 10:21, budget=EUR 78.99, link=https://www.google.com"","OK"
